time,page,sender_name,content,photos,,videos,link,kdv,
2024/03/28,Chuyện của Hà Nội,Tuan Dinh Zin,"Do không có tiền tiêu nên Hải nảy sinh ý định vào chợ Thạch Đà ở xã Thạch Đà, huyện Mê Linh kiếm tiền bất chính.  Đến khoảng 18h, khi thấy chợ vắng người qua lại, thấy chị H. – chủ gian hàng bán thịt lợn đang đếm tiền sau một ngày bán thịt. Thanh niên đã chạy tới giật tiền trên tay chị H rồi lên xe máy để ở bãi đất trống gần đó tẩu thoát.  Nhưng công an Việt Nam đỉnh của chóp rồi, Hải đã có 4 tiếng cầm 28 củ rưỡi trong người để rồi lên đồn ngồi.   Hiện công an huyện Mê Linh đã khởi tố vụ án và đang hoàn tất các thủ tục để đưa Hải ra xử lý nghiêm minh trước pháp luật.  -Z Theo Sức khỏe và Đời sống",https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/433946065_913631207176091_8929297488501965612_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEfVa0BgiVgzw5lHjZfuM26SVtlULjliCxJW2VQuOWILGPPiwOEwukxstHICx-G6cdP-yNji3RwSWqxQ1pVmWT3&_nc_ohc=pYq20AtuTc0AX-e895s&_nc_ht=scontent.fhan2-3.fna&oh=03_AdRizUgmgafOCctjm3sk5bKRBlrKMKw_dK_qmJjGNPnUnQ&oe=6631F397 ,,,,Đạt,Duyệt
2024/03/28,Chuyện của Hà Nội,Hoang Tuấn Anh,"DỰ BÁO MƯA LỚN KÈM MƯA ĐÁ, SẤM CHỚP CÁC THỨ, GIÓ GIẬT CÁC KIỂU  Do ảnh hưởng của kkl yếu kết hợp với hội tụ gió trên cao nên từ chiều tối nay đến rạng sáng mai, anh em Miền Bắc sẽ đón một vài cơn mưa từ mưa bé đến mưa to, có nơi có thể ngập luôn.   Việc nên làm của anh em bây giờ là xin sếp về sớm kẻo dính mưa rồi lại ốm. Mà ốm lúc không có người yêu thì hơi tủi :(  | Chú Hew",https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/433518439_2185857778424938_4059655724897475564_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeF-iRxwMjz9UqVnKYhcQXvxd3gYFujzbl13eBgW6PNuXSpL_Yj82wsh5Ncywje42w1NKNNmbJ90RQDS8Dun1fVZ&_nc_ohc=YUnF4MMEcXEAX87ztR_&_nc_oc=AdiaiQHh6Dsn0fkupDO81heLzoUsHTw528g75zk1H58nqQGwwkJP8kkSRZkQhWt4Gn0&_nc_ht=scontent.fhan2-5.fna&oh=03_AdTPNq8VFONr4M8Wynrjmk_mRN0LMt0HQH0FAb9KiaZkTg&oe=663202F6 ,,,,Bách,Duyệt
2024/03/28,Chuyện của Hà Nội,Tuan Dinh Zin,"XÓT XA DÒNG CHIA SẺ CỦA NGƯỜI MẸ KHI CON GÁI BỊ CHÓ THẢ RÔNG CĂN'.. ""Nếu con làm sao mẹ sẽ không cần phải sông' nữa, mẹ thật ân hận vì đã không gọi con về sớm hơn, mẹ thật ân hận vì không thể ở cạnh con lúc ý, mẹ thật ân hận vì không chịu đau thay con. Nếu có 1 điều ước mẹ ước người bị là mẹ. Mẹ xin lỗi, mẹ xin lỗi con rất nhiều.  Bị đến mức như vậy, nhưng con không khóc. Mẹ dạy con mạnh mẽ nhưng không phải lúc nào cũng cần mạnh mẽ như thế này...  Xin lỗi con, cầu trời phật phù hộ con bình an...""",https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/433970970_1595331594534398_4264590742837642630_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFB1N7tmQlPiKQUkvE0DUWdaoWABCUgSmZqhYAEJSBKZlob5hAydBBLnPAYEsBz_fpPF14xeZxyuRGHeAOduxvl&_nc_ohc=CWD4cpZJ0WMAX8t5i0p&_nc_ht=scontent.fhan20-1.fna&oh=03_AdRq0SIMuEzp_HQU_Fms-WgSk9BLxuWfMAB0KrXnACrJLQ&oe=6631F11E ,,,,Đạt,Duyệt
2024/03/28,Chuyện của Hà Nội,Hoang Tuấn Anh, ,https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/433572634_351200404540919_5124532919625012062_n.png?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHzffrscplhrF38Uj6HLZqSnkGCnXJjrLmeQYKdcmOsuZgIld4XG3RnSpu6GKjN3Gjy6mlAomRVkN-XuH84sDi6&_nc_ohc=mQHvCnc667MAX8pF4Kc&_nc_ht=scontent.fhan2-4.fna&oh=03_AdRbVJbNhkC5SUpxI4b11dBUiv_xlfYtSewuIsK-ekdTDg&oe=6631E1CE ,,,,Bách,Duyệt
2024/03/28,Chuyện của Hà Nội,Khanh Huyen,"| 28 . 03 . 2024 |  Vẫn hay bảo ngắm nghía Hà Nội đem đến một cảm giác gì thật lạ, nhìn dãy phố như mọi ngày, ngắm hàng quán san sát, ngó những căn nhà cũ kỹ màu thời gian.  Thế là hạnh phúc đôi khi chỉ thu nhỏ bằng một vạt nắng nhẹ, một chiếc lá vàng khẽ rơi chạm đất, một tiếng gánh xe đưa mùi hoa về từng con đường nhỏ. Từng điều từng điều nhỏ xíu như thế làm nên một đời sống tà tà và bình yên, một điều mà hình như chỉ Hà Nội mới mang đến?  Hà Nội cứ thật yên như thế, và thế rồi người ta bảo, hạnh phúc chính là được ở nơi mà mình yêu.  | Chốn 📸: nguyễn mỹ linh","https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/432936012_265766656603493_637421717677211527_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEdHw8REzF1O8RuxL8dZZEGhwjcuTI0q9qHCNy5MjSr2n2U6B0tRKlkpJrFukse_lziTNOWNb4GWMD8JETSXtak&_nc_ohc=PZCFrdmLtRcAX9H_TKg&_nc_ht=scontent.fhan2-3.fna&oh=03_AdQJO5bNLy1s1PnmTLcdGNy9wYDaO4vycJ5BoMFFHaiE_w&oe=6631ED4D 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/432862875_422241590382630_8629466118969855072_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGqQBMLJBkq65ri6EhDKDTItNz3B_MDwyq03PcH8wPDKhOqqnUsrG6Yq3qx-j7btcZKRCPgam5an7SzVjEi5Uvj&_nc_ohc=mLFfrzjxnZYAX_y_dmz&_nc_ht=scontent.fhan2-5.fna&oh=03_AdSkv7eBPskWlj25JcnUtLDo25KuNadwrp9xiTkSPDNHPA&oe=6631FFF1 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/432896052_2074673896240136_9144457048574058593_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHWXwMqOhzLR5hCFMQPKYFze6cWBpMfh7Z7pxYGkx-Htm8tMnHz1Rab0rHt-aXuQT6f_lp955jbLBAyEQL9D_pb&_nc_ohc=AJ1LuUe7plUAX-8fIQK&_nc_ht=scontent.fhan2-5.fna&oh=03_AdTm53IBNYZtFeeq5iYWjQAjwdwEC07xeiDHhWYd4p3qww&oe=6631F33C 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/432979314_737466418456205_758986052741681364_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHuC2XNz45F0YIT9vWfRvuaRlRv288OLjlGVG_bzw4uOXjzPQqVdcO3KhGq7Am0g6DhnS1DIN4-ZbQif538wnPp&_nc_ohc=HfiyMmwUUwsAX-H9q4N&_nc_ht=scontent.fhan2-4.fna&oh=03_AdRUhf05qFNegw-gEvQ-q-SOMR9VvuU2qIcGGPg-KwewoQ&oe=6631D88F 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/432816938_1424275921532701_7784840968540273602_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGfrHYSBMM2dEWObndKH_ExPYmY-bUbMjg9iZj5tRsyOCyhq5DcdV4tWnw8U8zbS_jXr6Tv0S-fm4cxtDB9qhQD&_nc_ohc=igdwr4n_0PUAX8yj40r&_nc_ht=scontent.fhan2-4.fna&oh=03_AdS7HjV5npynzrzhPX-0ZeTV5WU00nN6mBE-mgdoqWx1mw&oe=6631D8A7 ",,,,Đạt,Duyệt
2024/03/28,Chuyện của Hà Nội,Hoang Tuấn Anh,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid02Gfr9YV9iSAhC2hAfTKN5E9kL22oNAWbwxBJrus6Pm6wbrWnKYK3EjCEeFHLGjLRfl?__cft__[0]=AZWX0ioNrRv2gRabU72FKeUJptrU47Ae5-KV_ZSyDaskRPmdo2OC4UJgeGh7oxYxSckIhQVnTr1dGlQfx-gzxvkCUVEpJ_3tKwkfIgc27J_Y7GHs3v_xLFKGFoVgN3yMKQs&__tn__=%2CO%2CP-R,,,,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid0CeFS4fx9m8XWo2MQi4GrvL3teZeNDRh3rqpF35dhqyBFGhb7EwHFS1u4aJiA9sKol,Đạt,Duyệt
2024/03/28,Chuyện của Hà Nội,Hoang Tuấn Anh,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid0UobhohZaHCWLVpzMTKsLt4qdAZ5EdsQbUFn3pJt6fUtCAaK2TeqCXsi2L4RnLctMl?__cft__[0]=AZWvFfl-hHw-dYKWPkOHizkx5cHZ6CWQ8k5oNddTZ65rKOsRAZCq2drX-8R3Mqx9JOoyxk0nn-Xtup85Trsp5igZBMuIPkCNWL_YTx3-uvPoC9HiMX5HoHgNHlHbrgdlYb4&__tn__=%2CO%2CP-R,,,,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid02Yf3QzNVQ8UscsYcFnomico48fwKYqPUTQ2fWdtnkYbFJoRNMMAkeG6uJoLkVJviSl,Đạt,Duyệt
2024/03/28,Chuyện của Hà Nội,Hoang Tuấn Anh,,https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/433537446_389442993875638_5235310216865658631_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHvpR3dCUeXUeQWwzCKE1MYx3KyDcLh3W7HcrINwuHdbgL5IafPgzQD1A7BhFu_srVY0ZqGIWPPZzmAlotvUmAt&_nc_ohc=1yvUat39MRMAX_rb7rj&_nc_ht=scontent.fhan2-5.fna&oh=03_AdRJmPs27tGE5eaRnzKVVoZJlTuLghUl5FoYKqhvsNZgzQ&oe=6631F678 ,,,,Đạt,Duyệt
2024/03/28,Chuyện của Hà Nội,Hoang Tuấn Anh,https://www.facebook.com/100044106323019/posts/pfbid032YLL5D5egGFHgTQBbPxbani9JuNBeqiRERCdomhBum8ByN27ekYYSXt7zyWT6EkFl/?,,,,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid0xWjcbPt61MLnYuiNVRVKwk8RCcV7dpQAweKrGMPuEAbkvQmArAgJUPRxbp9xwZmJl,Bách,Duyệt
2024/03/28,Chuyện của Hà Nội,Tuan Dinh Zin,"BTC VCS đã tạm hoãn giải đấu VCS 2024 Mùa Xuân để có thêm thời gian xem xét và xác định các dữ liệu bất thường phát sinh ở các trận đấu đã diễn ra được ghi nhận trong trò chơi LMHT. Từ đó, chúng tôi sẽ đối chiếu với những quy định đã ban hành để đưa ra các quyết định nhằm đảm bảo tính minh bạch của giải đấu.  Dựa trên những kết quả kiểm tra ban đầu, BTC quyết định tạm dừng hoạt động thi đấu, chỉ đạo thi đấu của các cá nhân sau đây và sẽ tiếp tục đối chiếu thêm các dữ liệu trước đó.  Trong thời gian tạm dừng thi đấu, chỉ đạo thi đấu, những cá nhân này sẽ không thể tham gia bất cứ hoạt động Thể thao Điện tử nào của Riot Games, bao gồm các giải đấu chính thức hoặc do bên thứ ba tổ chức.  Trong quá trình thực hiện việc kiểm tra tuân thủ, chúng tôi sẽ cho phép các thành viên của đội tuyển (bao gồm những cá nhân không được đề cập ở trên) bổ sung thông tin hoặc phản hồi quyết định của BTC.  Theo VCS LMHT",https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/433999893_792100202796665_6691953474759039974_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHbS0vyRa2e0MSiC93Z53yAZI97QIYjGIRkj3tAhiMYhPVSs3h2IceBKoh-mDT3sB_kN2uVl255EOTNCMqOc9F9&_nc_ohc=794tlsASwe4AX-7Xmj6&_nc_ht=scontent.fhan2-4.fna&oh=03_AdTnMYxHTsJlGvQAzovOqTGVTSRoUyaGcqZtIzvnZ46Mmw&oe=6631ED01 ,,,,Đạt,Duyệt
