time,page,sender_name,content,photos,,videos,link,kdv,
2024/03/27,FP - ShowBeat,Phương Nga Lê,"🔥Thiều Bảo Trâm lên tiếng bảo vệ bạn trai: Đi chơi với bạn bè rồi rửa mặt thôi, đừng xuyên tạc nữa.  Ngoài ra nữ ca sĩ cũng khẳng định chưa từng so sánh ai với ai. Cô mong mọi chuyện có thể sớm chấm dứt.",https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/432788544_1472803203635166_9115115078061045567_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEUf1iu8Dp2HMy47ac04sgWbr8Xh0t39_huvxeHS3f3-CPgjJvqD3lcihpcedFXAO-iCasvyoWwVlw8qgl1akAe&_nc_ohc=bYoirxf6qjoAX_v44Di&_nc_ht=scontent.fhan20-1.fna&oh=03_AdSsc45koHiZiummWw65mm0HqFSCIsxKt2kmBY4QxUGUbQ&oe=6631EEF4 ,,,,Đạt,Duyệt
2024/03/27,FP - ShowBeat,Phương Nga Lê,🔥Sau khi lộ những hình ảnh độc lạ trong quán bar thì hiện tại chàng trai 2k4 đã khoá các trang cá nhân.,https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/432804003_1061107468284959_5129230975627586402_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE5DQt7FRC7hH6cEuN3ZeGMHcs9okHJvxcdyz2iQcm_Fw1Xl9HUrFmwcYZE_2hLEk71sDQU5HPLjtuqXfALt532&_nc_ohc=7P4MNUPYfUsAX9XEQ9d&_nc_ht=scontent.fhan2-4.fna&oh=03_AdT_CbjdFgweWSFQuvQVh1Ucm-2O5DEXqjHciPSs4bdOAg&oe=6631D91B ,,,,Đạt,Duyệt
2024/03/27,FP - ShowBeat,Phương Nga Lê,"🔥Được biết sau khi đoàn quân áo đỏ bị loaị từ vòng bảng Asian Cup 2023, tụt hạng xuống hạng thấp nhất từ 2017 ở vị trí 115 BXH FIFA.  Với thành tích trên, ông Troussier phải chia tay tuyển Việt Nam và người hâm mộ không hẹn gặp lại.  Trong cuộc pv gần nhất, ông Troussier đã đồng ý nhận số tiền đền bù tương đương 3 tháng lương, khoảng 4-5 tỷ đồng, thấp hơn khá nhiều nếu so với trường hợp VFF phải trả  toàn bộ số tiền lương đến tháng 7/2026 (ước tính khoảng 40 tỷ đồng).",https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/432733249_1745330035877737_3869858994913714071_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEXc9mQK0EB-c76GmlAlidJKAJXKfljG3goAlcp-WMbeMe_5GPnDER8O_euTq80zM-PyUudYzewVmjhCElqpP1q&_nc_ohc=F13APqbUGYsAX_VSE5l&_nc_ht=scontent.fhan20-1.fna&oh=03_AdT65lhgK6LTpGsg6DNfal0bzZlBrEDzVEffVojCFAzOvg&oe=6631FD99 ,,,,Bách,Duyệt
2024/03/27,FP - ShowBeat,Phương Nga Lê,"🔥Chân dung ""ông Mụ"" mát tay, mang bé iu đến cho rất nhiều gia đình sao Việt","https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/420527201_262209446961046_6140392750907751660_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeH6_a4s0hYV0VWigQ5AnY8Tn49CNBjDykyfj0I0GMPKTNRdkwyh4ZYmXVYdrD3dd3c5Sy8tib_4uny1vIt7Fj3Y&_nc_ohc=0Vjy5mfr2tUAX9GgUV7&_nc_ht=scontent.fhan2-3.fna&oh=03_AdRUEedvc5gkNyj6NkTQOfMQaEhXNsYwPWWJPLBLL53wQQ&oe=6631E164 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/432991608_2741987302620558_6444703596737177736_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFWKw1-EMov7y4UTUlLydhNK1OPVq3aRFcrU49WrdpEV_t75z6O3p-ZDuddkHK5UnUFsNXXIRIx5sfb3FNxtuec&_nc_ohc=8JTqT0It_P4AX-8OZY_&_nc_ht=scontent.fhan2-5.fna&oh=03_AdTs8HeB0ftauQg2TG1k8Iwh5NDFG-in9wnXP3b1VimatA&oe=6631FA60 
https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/432883411_1446876859283876_1863266937021873313_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEqNqDWwD4JbfQ83bHAJP4vJfddbXOJVkQl911tc4lWRIQsSjjQ-CXB1oOg29iFOkXgegyfjeBxEuqXqVAeHcij&_nc_ohc=3PNl86DvfKQAX96B7rH&_nc_ht=scontent.fhan2-3.fna&oh=03_AdRZ5y9Y3XsvTsnu-n9IKKS3axLK1_hWBxCGu8uDv4m4kQ&oe=6631FB39 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/431350654_7614087821982915_2700834683691865312_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGACbJGJ20R-wEZS4jzXWZUEeWe4RHgPqIR5Z7hEeA-olTx29iydR5JUPUj9wda2qbN5RhCuXLZi0ReoL_Qr3-S&_nc_ohc=yA0K4ZmkHPgAX848ves&_nc_ht=scontent.fhan2-5.fna&oh=03_AdSWmpBU08q6I9DGCMaW0qdbUOg3qqhSEkNnB0Sy4lEP5w&oe=6631F31E 
https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/432930340_3367107326869192_9145006202741464641_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGmn2BcbPFfli-mwX2_tcnm3YMh8NO5UbTdgyHw07lRtFdULjHmWYTo5-lphIskJNFnQvNiTdWKx3zPQwi57qXS&_nc_ohc=yAxUsgEo-9YAX_ddDlR&_nc_ht=scontent.fhan20-1.fna&oh=03_AdQlgvQQl94VbOqbN_K5DxJNxJeAjOFrhNitpZrCycsUUQ&oe=6631EF06 
https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/432742647_2675221852636556_5449842280283653201_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGdgf1eD1K_wMZMaRlu4hE3Evx5wWCQ2-QS_HnBYJDb5IpjLZcrXG4uNcwO5q4tXjDh9lLTlsBTBfcAOxX78aON&_nc_ohc=Jzipis7HKbYAX8enKrG&_nc_ht=scontent.fhan2-3.fna&oh=03_AdTrDlOvkWNdashVQBVt8xeX3mfIzdGVGi7GkWz6W0jDbA&oe=6631FF81 ",,,,Bách,Duyệt
2024/03/26,FP - ShowBeat,Phương Nga Lê,🔥Liên đoàn bóng đá Việt Nam (VFF) đã quyết định chấm dứt hợp đồng với HLV Philippe Troussier ngay sau trận thua Indonesia tối 26/03.  Theo: VTC News,https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/432759196_730348335835394_2532704146724827000_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEFPLuGkLn1pzPsQVE6Em_Au3PgcRep6KC7c-BxF6nooKrWm-LCE7hCH9agv9kgsrecOaQVy_DSdDmIahsF6rHm&_nc_ohc=BkCapnWzLdMAX-Nw9RD&_nc_ht=scontent.fhan2-5.fna&oh=03_AdR9t8FDP8kZNysneJfU5l90pGSCkLJCvVbjBD3smLWI0w&oe=6631F064 ,,,,Đạt,Duyệt
2024/03/26,FP - ShowBeat,Phương Nga Lê,🔥Nếu mà không bị cất kho thì cũng là một câu chuyện truyền cảm hứng 🤧🤧,https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/431220026_944729780198472_1250824730122665776_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeENUwAB-8YEJv1qqS3Kz-KzJU6n55EP12QlTqfnkQ_XZIft3QVHsXiR63_EkPCY8JfBzDaW7QgG_GRR3Dh_cMLA&_nc_ohc=2C35b5QgzIEAX98Zrmi&_nc_ht=scontent.fhan2-3.fna&oh=03_AdQayxhAGPwCEYXdMxYvbKjt1RtzdVmFAo8S-C1nI9GFWw&oe=6631DA74 ,,,,Đạt,Duyệt
2024/03/26,FP - ShowBeat,Phương Nga Lê,"🔥Công dân Cường lên đồ tham dự chương trình ""Thủ tướng Chính phủ gặp gỡ và đối thoại với thanh niên""","https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/432810577_752323106648683_5653233522295707872_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG25jcp7oJiz75nbldRANPw7hrm-18n-lfuGub7Xyf6VwedMVq0VUVXvNGWgLkagMjMIPsi-tED82NGXakluSr9&_nc_ohc=ul5GaqmA0bIAX_Xko8z&_nc_ht=scontent.fhan20-1.fna&oh=03_AdSE0CLOFm8GS4SYYxTaRYffUBwEZsfDY_aktNRd2WEw-g&oe=663200A5 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/432436369_1665008054235560_5228261542881681272_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG25vMGyogixU0vlUj5EMuU3zSDtlj_0xHfNIO2WP_TEc7_VtAQTxWvZVfSJxH_WrpNTZFz3Ky9WsxIqktm4BPI&_nc_ohc=RhkzLR-2ZYQAX8lr10p&_nc_ht=scontent.fhan2-4.fna&oh=03_AdQqnzkhsM-HgKkYSHpVKg_sKmHa07V7x4aoB7rBjucHSw&oe=6631CED7 ",,,,Đạt,Duyệt
2024/03/25,FP - ShowBeat,Phương Nga Lê,🔥Các ca sĩ khác có những bản hit để đời. Thiều Bảo Trâm thì có những chiếc bánh kem để đời. Bên trái là chiếc bánh kem khởi đầu cho drama trà xanh. Bên phải là chiếc bánh bắt đầu nghi vấn Thiều Bảo Trâm có người yêu mới 👍,https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/432706606_952702773126228_7819660947459118553_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeF09xL3z2VvA3LQCWH7ncnJ7qHOt1bwlN3uoc63VvCU3Vk31fqtgswS_2_uD4mRlcYHA9PTO4o9e46KgpOiSpix&_nc_ohc=9jBZsAQ4YscAX91ySVH&_nc_oc=AdiU4jD4CZ7O_GMHcTeAQML-E3n9q6Bemmc1K1cDFcjLUU3_wznGRk_igyTw6UcBT5E&_nc_ht=scontent.fhan20-1.fna&oh=03_AdQpGElh9ZIwqhTZkKO9Xli3AnupkPcLg6ZGRNRKPmvULg&oe=6631D060 ,,,,Bách,Duyệt
2024/03/25,FP - ShowBeat,Phương Nga Lê,Chú Ninh giấu kín quá chẳng ai biết chị ấy tên Thương 👍,https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/431227347_1568109790697145_3292917574938380557_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeF1TVJIqiEVzds8m8ho1i3CTZ4SGA3xw2lNnhIYDfHDaaNk_9LRqowJCysFcaDqTlxvCQyBhinTh0Y73xGF6AfA&_nc_ohc=nC8jn86F8MIAX8jn4eO&_nc_ht=scontent.fhan20-1.fna&oh=03_AdRmBe2m4xzsfrO_c8UunN0WVViH9QijBQlsBGeooPDTCA&oe=6631F2FB ,,,,Đạt,Duyệt
2024/03/25,FP - ShowBeat,Phương Nga Lê,🔥Ngắm một Đàm Vĩnh Hưng chếch chi ở tuổi 21. Mê chưa mê chưa 😍 Anh cho biết mình từng đam mê làm người mẫu nhưng dòng đời xô đẩy lại làm ca sĩ.,"https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/433416377_2510213742484421_4182011928337706894_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHyTyWF8ga3gypElPYNSZUzfayh0ofPNT99rKHSh881P4_U2vGZSPKLoIKx-Og4f3_NnbT0mFVMFMEz94mzqaoY&_nc_ohc=nOWqitUSb8kAX8uqlOQ&_nc_oc=AdgfFe__w6KtKwCHDorye6_aBWW2rm_3qUAdgWEdXIipfQzADa-CKgg8wcw2x-69Gq4&_nc_ht=scontent.fhan2-5.fna&oh=03_AdR6Rft7FD9CEfy4G27kagXXsz0gUeskU4qAKKUIu9CNaA&oe=6631CFD7 
https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/432826869_755707309978969_8581505059959548100_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHGNzk-ClINtt4ceuWaZGbZ0HVM51ZgB_fQdUznVmAH9yT3-T5iuRRWaaYUUSIaDlrXc7RX2QFnoTIVZNT84Z18&_nc_ohc=GnIWGfqBR4cAX-9CzQn&_nc_ht=scontent.fhan20-1.fna&oh=03_AdRGjQHDB_64JKNSM8Hv8VmNBFvSxpw5WLHhusT9itHeCA&oe=6631E13E 
https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/429989153_357110627034861_3034675777865031582_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEfW-feUm3W37h6RHis6Fbm6FkWOURSplzoWRY5RFKmXCbzyf1yLGhFthf2Rm6LoZcPblQNOoOePUicq2xuNLwG&_nc_ohc=nU5PHgGtEW4AX9ry2UJ&_nc_ht=scontent.fhan2-3.fna&oh=03_AdTtes9ivCUiuZ-LaUACVnbxtypSqWHL1DsVM9DwDxvqkw&oe=6631CECB ",,,,Bách,Duyệt
2024/03/24,FP - ShowBeat,Phương Nga Lê,🔥Sofia - Học trò cưng của Châu Đăng Khoa đang chia sẻ những tâm sự gây hoang mang... Liệu câu chuyện của Orange có lặp lại?,https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/432668244_373537605653518_4262961347827089965_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEY7L4CzU6CL2GHlD6br1kzYbiPnejgYyJhuI-d6OBjIn8A7GZpDlkpak_MeTegRoUkcSUZOg5ObcopqC17twAq&_nc_ohc=QOISWaDpya0AX-2cK-x&_nc_ht=scontent.fhan20-1.fna&oh=03_AdSXXI9o8Rufd7aY4qXnQEBHIDmjQXJJnTG4VunSpbgpvw&oe=6631FB67 ,,,,Đạt,Duyệt
2024/03/24,FP - ShowBeat,Phương Nga Lê,Công chúa của Duy Mạnh đu trend phú bà dẫn đoàn vệ sĩ đến thăm chị gái mới sinh con. Khổ thân bà chị 😂 chắc nín cười muốn sút chỉ 😂,"https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/418723285_1492975917951753_8323713687305288805_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFYs8lMbqlAbLzMlGTC3-GHbJpSX2Y6ab9smlJfZjppv3wFp7ZEzniSjpSVwbpefwOCSIa3DvKdDkibIN3fKFFD&_nc_ohc=OcRA6Z5go0MAX_FdZvB&_nc_ht=scontent.fhan2-4.fna&oh=03_AdQHbuEg1H_QMpleZYX67KGD04YRMLfXJBCMLAHQOZ3x9A&oe=6631E896 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/432442353_3849397318670939_8241584006757987874_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEqhnEQ4KVbQhxXIos2ltL4w0seSX-IByTDSx5Jf4gHJPzvclQdZvQwr7P-ylzMyigWl1-pfqLm8MsKfuvVEh4Q&_nc_ohc=ZXmoNypaa-UAX-Q8O3C&_nc_ht=scontent.fhan2-4.fna&oh=03_AdTwooOHusUmD18puScm3zLAREUHZuI507j9u5HQg31RoQ&oe=6631D0FC 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/432411922_949363946780234_7801314204666900410_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHUVkcXYg8VbUt_l8D_HKyzRbFAU7ZfhBlFsUBTtl-EGVUo8U-jUfkC_I0aF3j1-TsdOlHN-Jb5QLQXg9i4fa50&_nc_ohc=PSS6jlhlpDEAX-r9zA4&_nc_ht=scontent.fhan2-4.fna&oh=03_AdSBAAktC-_BUN43FybhXO8fNoDYRwx-xmk8LOZ6kWAKKQ&oe=6631E5C2 ",,,,Bách,Duyệt
2024/03/23,FP - ShowBeat,Phương Nga Lê,🔥Chúc mừng Văn Hậu - Hải My săn rồng thành công 😍,"https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/433906705_968446108224215_3395720078361308151_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHJfMWr1P3SGZOmRmWXoB60h29Ch3h500-Hb0KHeHnTTy7-vovHWOfx08-DtA0fMV-R4HaAYX5N0nSYBIioiinF&_nc_ohc=2gFH_YmFxKoAX9q5s0T&_nc_ht=scontent.fhan2-4.fna&oh=03_AdQkKvH0gmoeB-JtTGOjnG02u_ZiPhJSKmUUtYAML0I5Dg&oe=6631E489 
https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/431195629_1366179807393401_1552192338995192056_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG1-Pwyy6gZhqCyc_QKWPNLzE8U2UhsAjfMTxTZSGwCN96r_Hr1timewzmEF3X7SHEPicJGXrU7HcZ9FIxmEHf-&_nc_ohc=tkD8B4a2DYcAX_5oa8T&_nc_ht=scontent.fhan2-3.fna&oh=03_AdQL89ToRn_V0Yo7NjDsJTvVKzrYetS5SDieEmBFUYskfQ&oe=6631DB96 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/432810578_826477682641247_6580542207677244925_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFZBWOtZdQf8yfv6b0yFnqshYszUTOt4lyFizNRM63iXKodK15J7Q8aI4Mr8TP2kts5iU-uaYPgu8XF58p0r_Gl&_nc_ohc=45YIg0efopwAX_LCCVr&_nc_ht=scontent.fhan2-4.fna&oh=03_AdRwHYHdSGN0gtre9aLOVWfdk55PoXt40rfH75_QJGx84g&oe=6631E1B6 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/432612688_1481318256097579_507508764259652031_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFM60Rv4YEfBm3WwVsSXj9eNoYxFB_PQOA2hjEUH89A4LisDrWEn5lofUCsf4Z9wHPWyEulcJ5XLPbKOdtoN_Vl&_nc_ohc=NUBN7SLlCNkAX9Agf_t&_nc_ht=scontent.fhan2-5.fna&oh=03_AdSSlBytSzUP4F9vRBeYbHgowshwxIKKLFICBlkglBbg_w&oe=6631D81E 
https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/432733755_813757943992147_5509441985679812721_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEsmRd4n9M2pw-RyPaL483UhpS79W4LiZCGlLv1bguJkHmVGvdVj6i_DFlZbWk8BhAwwYNOctreWdBySC-CQbgd&_nc_ohc=KqRkWtN_skcAX9XxwtN&_nc_ht=scontent.fhan2-3.fna&oh=03_AdTItWxfEFapF4HX0NykUav4BFt-EARsfoG3LScclRcWjw&oe=6631E2BC ",,,,Bách,Duyệt
2024/03/23,FP - ShowBeat,Phương Nga Lê,Trung bình mấy đôi yêu nhau chơi chung kiểu:,https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/431058907_335016329575026_105524102739505819_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHcan6K2DmlXTg8R2gxkJhbScXBo7wwb7lJxcGjvDBvueF5Uyfc-p4hlp5k-FY8SPtcNsE-kOt2yhNPby9yv6wI&_nc_ohc=ZTKGH0jFhAQAX8lcshU&_nc_ht=scontent.fhan2-5.fna&oh=03_AdTwoWeD9D2uA6kzymWuW-1m852qsODfI6Z-PvgHlDtG7g&oe=6631DA51 ,,,,Bách,Duyệt
2024/03/22,FP - ShowBeat,Phương Nga Lê,Bạn thì nhất rồi 🥲🥲🥲 Không ai làm lại bạn 🥲🥲🥲,https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/431172641_2183658828637427_318063477653965325_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGmieJMd3i_AnXhHXWQywtR9TchAAiu1oP1NyEACK7WgxDndviWmwTQN87iFY2th9kstyQzatRZfQ7svxiF4Yc8&_nc_ohc=44qqkUU4K6QAX9NBx9O&_nc_ht=scontent.fhan2-4.fna&oh=03_AdSLSj75YfIx6536AslL4APGA_2WCruQnZc8yiiyIar31g&oe=6631CED1 ,,,,Bách,Duyệt
2024/03/22,FP - ShowBeat,Phương Nga Lê,Yêu dân tổ có khổ khum cô chú ơi =)),https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/433493305_3556314224618844_8418965272009275407_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEvvSFxt1YtL8jtB7dLDNHzPjnei1pmwEI-Od6LWmbAQg-y4R67AC2XBcY4HqdNzAhD9U5a9Eum4ZmEjK_uFDLx&_nc_ohc=5oNn4kf8ivwAX_WJaav&_nc_ht=scontent.fhan2-4.fna&oh=03_AdSPQmiKUMFymwDvJkfhm6ysPVi4fTa5RGtpJGNVStkDVw&oe=6631FCFA ,,,,Bách,Duyệt
2024/03/21,FP - ShowBeat,Phương Nga Lê,Anh hài hước vậy thôi chứ cuộc sống anh cũng nhiều áp lực...,https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/431425293_446713701041105_4876802205540614708_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEpUsvH3kNK-tCboqpmq5UcvMz0Ez_cHQq8zPQTP9wdClsvfeW-nhAeoEOD3IItkm0CYfANPM9iJ0fWDZpleS6N&_nc_ohc=evhUrGK946AAX9Evcy6&_nc_ht=scontent.fhan2-4.fna&oh=03_AdQqhYBnL2K2uEuIUvNoAsJoPCXu5DpSJ2sMrNLvpVZXag&oe=6631F0BE ,,,,Đạt,Duyệt
2024/03/21,FP - ShowBeat,Phương Nga Lê,🔥Cách người gia trưởng thanh minh về mối quan hệ với elm:,"https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/431158914_429947666265823_3507975637267862881_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFazmzXi-6PscLfEDAfewvBsWStLcz1GAuxZK0tzPUYC-ggIayQnkII6fg0wkUal59BN5Erg79GcizMRErVjKK4&_nc_ohc=w2GH_YYzTkcAX-XIDYh&_nc_oc=Adgwyi-hJ-glgGjobU3k0JVx5NRWlRqRf5RWVJyf96ijxcQlqsFQAoVwn-htG-uBG3k&_nc_ht=scontent.fhan2-5.fna&oh=03_AdSgy7EGKmMch_Z9LDNYUvlHYi_ZkJrg1tN_tDRfMTamhA&oe=6632006B 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/433665343_290680767240929_7612830110677818153_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEQrR8QNAmZMEuUOKpTh21-0CHwBja28TbQIfAGNrbxNjxKD_1R5HhfMjeGf59pK4TEZ5jdeV61FchOX6wCB3tF&_nc_ohc=huLDBL3C7W4AX-WcRRE&_nc_ht=scontent.fhan2-5.fna&oh=03_AdQu4Rvw6pbf9NnPZYbcQoIKmvdFKmLUcDZssfIYWgnb3w&oe=6631F10A 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/431161068_412923754681403_8422562481178585016_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFvRKXvC9Y4Q81XBapAHsOkq9DHkpo-qAer0MeSmj6oB8Wt4KaG9bROjhC9ieQNGCR4Di3wWvZVbmhISALJzkaz&_nc_ohc=EOf7f3pfWn0AX8lC8_8&_nc_ht=scontent.fhan2-4.fna&oh=03_AdTkjLkJbP-VwzEWEBgg6ckpmIoKxxz0LIIqinLczsIMDw&oe=6631F5C9 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/431064616_398907509742337_3074112250399507763_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEKIxPRpZIKGeqwM0v_Wa3l_0dNY_TgXlL_R01j9OBeUpXUSc7EvIx_jWnYMIgLNKnFj0_LDlH398GeDNoMSn7A&_nc_ohc=nWURz9Ku0LoAX-MSdfv&_nc_ht=scontent.fhan2-4.fna&oh=03_AdRGds9Q4FRbUljnIk_u0b2SWScqCXBunR7W6jfXDKvY3w&oe=6631EA56 ",,,,Đạt,Duyệt
2024/03/20,FP - ShowBeat,Phương Nga Lê,Quá xứng đáng 👏,https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/431310936_2900259966799812_1242890707557122713_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG3gXXnRX9l-CLrB1sSkr-A7J7HpvfwnALsnsem9_CcAmVSd0uWlMyRS7NlmLjXcNmAqbMFv2hwyRAfDN_Y4q44&_nc_ohc=G9cOoAg_I9YAX8FVBkq&_nc_ht=scontent.fhan20-1.fna&oh=03_AdREqeuhDzdmzItQQ6kim8LlWof-AET4NL75Q8ZpSVWtJg&oe=6631F8B9 ,,,,Bách,Duyệt
2024/03/20,FP - ShowBeat,Phương Nga Lê,🔥PHIM NGÔN TÌNH: ANH ĐI MÀ LẤY ĐÓM CỦA TÔI🥹  Lãng mạn vậy thôi nhưng sau Ngọc Bình thú nhận mình là Ngọc Bình pha ke nha mọi người... Tuy vậy nhưng ViruSs vẫn cảm ơn vì đã xoa dịu trái tim anh ấy... hic,https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/431295675_717190680613587_7640939364118624096_n.png?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEbIHD-gjHuP0aiCEtwGC5uyJI8qL0sRv7IkjyovSxG_oSaq7GNI06N95yl436ItoMGfkgw53sdvAY4BVRxqp6c&_nc_ohc=TSpq8o-pTOgAX-sKJSK&_nc_ht=scontent.fhan2-3.fna&oh=03_AdRHZmfkwNuZ5XtUr88ce6NsR2Bw9ByEgLKBHwhuXqKuRA&oe=6631D478 ,,,,Bách,Duyệt
2024/03/19,FP - ShowBeat,Phương Nga Lê,Buồn của mẹ Salim 🤣 Mẹ iu Pam mà Pam lườm mẹ ngay từ lần đầu gặp gỡ 🥲🥲🥲,https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/432172765_732743278844774_1796886885480094847_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHr_XfPZDpoT0FMfGokAtnzanKJfgYsxLJqcol-BizEsp55TFv4zqqnIayUJGTzJBu6omGzXLTQFx5Hrr652oST&_nc_ohc=46iwxqezZRsAX8QdZqw&_nc_oc=AdjkFostD1kxmn9DfGVVc6Vka7IspASRhe1ml83XKPOOP2wk1XVwg7R0Z3n5QsHhS2Y&_nc_ht=scontent.fhan2-3.fna&oh=03_AdQgbAlmRyPtsQMWXxADKrslnrdBA-vidJywybzMBhtr2w&oe=6631D8F1 ,,,,Đạt,Duyệt
