time,,sender_name,content,photos,,videos,link,kdv,
2024/03/27,FP - Inside the Box,Nguyễn Đức Trọng,"Tôi muốn công bằng cho em và mẹ, nhưng nhìn tất cả những gì đã diễn ra, tôi chỉ thấy vô lực, không thể làm gì khác. Đó không phải là cảm giác của riêng tôi.  Sẽ có rất nhiều người nghe chuyện của em mà tức giận, phẫn nộ, thất vọng,... tôi biết, nhưng chúng tôi không thể làm gì để mang lại phép màu cho em. Cho dù kẻ thủ ác có bị trừng trị thích đáng, thì em cũng không thể sống tiếp cùng mẹ trong cuộc đời này.  Em đi rồi, mẹ em sẽ ra sao? Có công bằng nào đủ làm nguôi ngoai nỗi mất con và cô đơn phần đời còn lại của mẹ em đây? Chỉ mong em ở một kiếp sống khác, sẽ có được cuộc đời sáng tươi hơn, được gặp lại những người em yêu thương theo một cách nào đó.  Chuyện của người khác, nhưng tôi đã nghĩ rất nhiều, rất nhiều. Cho đến bây giờ, tôi đã thực sự hiểu rằng, công bằng không phải là thứ thuộc về tự nhiên, cuộc đời luôn đầy rẫy những điều không ngờ, để rồi ta phải tự hỏi “Tại sao lại là tôi?”, “Tại sao lại là em?”... Em đã sống cuộc đời tốt mà, tại sao lại làm thế với em?... Nhưng sự thật là thứ không thể thay đổi, công bằng, là thứ phải đấu tranh để có được, đôi khi sẽ có những chuyện ta không hề mong muốn xảy ra…  Cho đến bây giờ, tôi đã thực sự hiểu rằng, sự lương thiện, lòng thương người và sự thấu hiểu không phải là thứ mà sinh ra đã có. Bất kỳ đứa trẻ nào cũng cần phải được dạy về sự lương thiện, thấu hiểu nỗi đau của đồng loại từ khi còn nhỏ, trước khi quá muộn. Và cha mẹ nào không thể dạy được điều đó cho con, là không xứng đáng cho thiên chức ấy.  Đứa trẻ không hiểu thế nào là đau thương, không hiểu nỗi đau của người khác, chỉ biết nghĩ cho mình,... cuối cùng cũng là nạn nhân ở một khía cạnh nào đó, vì đã khuyết thiếu mất đi những gì tốt đẹp nhất của sự tiến bộ của loài người.  Bởi vì không muốn thấy những điều đau lòng như thế nữa, tôi chỉ mong những ai sẽ làm cha mẹ, hãy luôn dạy cho con cái mình những điều tốt, cho chúng hiểu, sinh mệnh của bất kỳ ai cũng quý giá như của mình.   Đừng bao giờ gieo vào đầu trẻ con suy nghĩ rằng chúng được xếp trên ai, thượng đẳng thế nào trong xã hội này, bởi vì như vậy, chính là đưa chúng gần hơn đến vô cảm và tội lỗi.  Cha mẹ nào làm điều đó, chẳng khác gì kẻ bất lương…  | aT",https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431030060_1004746864519324_4767120794162777363_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGkHJDOWzsmE6Qhq945WKnLcnw2qu1l9HdyfDaq7WX0d5V9F0p6wTEV4wH2pyMtivbGCPyE63h5S6fFRej-_QNh&_nc_ohc=-pClj_jOinQAX-ANEl4&_nc_ht=scontent.fhan14-5.fna&oh=03_AdQIOWyjdxHLKeKWzx6eSiFp2L1qZvNmi2ujKFAAQNlssw&oe=662DEDDB ,,,,Bách,Duyệt
2024/03/26,FP - Inside the Box,Nguyễn Đức Trọng,"Thực ta tbt với st cũng chưa công khai, cả là cách gọi kia là của người khác",,,,,Đạt,Duyệt
2024/03/26,FP - Inside the Box,Giang Uyên,"Nếu cả đời cứ định danh mình bằng tên người yêu cũ, thì khổ sở nhỉ?  Ví dụ như Thiều Bảo Trâm, là ca sĩ, hoạt động bao nhiêu năm. Nhưng khi nhắc tên cô, người ta chỉ nhắc: người yêu cũ Sơn Tùng, Miss Thanh Xuân,… Ngay cả khi tin đồn với người yêu mới rộ lên, người ta cũng cố gài vào: người cũ Sếp có người mới; sau khi chia tay Sơn Tùng cuối cùng Thiều Bảo Trâm đã lộ hint hẹn hò…   Mọi người cứ nhắc mãi về một cái tên, dù rằng bây giờ họ chẳng còn liên quan gì đến nhau nữa.   Thử hỏi, nếu bạn đã có người mới, nhưng người ta vẫn nhắc đi nhắc lại về tình cũ của bạn, bới móc về từng tí một trong quá khứ để nói, thì bạn cảm thấy thế nào?  Tôi nghĩ là, Người ta đã dọn lòng rồi,  Chúng ta cũng nên để quá khứ ngủ yên thôi.  Đôi khi không nhắc lại mãi về quá khứ của một người, cũng là cách tôn trọng người ấy, và cả chính mình.",https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/433457130_390849243732466_1217403512121507968_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHAZ-hwRMPNtYHy87BZ-Ld8DfDtg7VSI8YN8O2DtVIjxgILH0cEHzJ24EPuqCTS5dyVvlpyrb4Oz_67W2JeAuRS&_nc_ohc=0zy0Zv33MrIAX-qPE4W&_nc_ht=scontent.fhan14-2.fna&oh=03_AdRFTXt2PfDjRM-6niRmnrCrcL-z3AzSLbi0XWWhL-LWaA&oe=662DEAFA ,,,,Bách,Duyệt
2024/03/26,FP - Inside the Box,Nguyễn Đức Trọng,"Dù đã lướt thấy quá nhiều bài về chuyện tình cảm của ca sĩ nọ, nhưng bức hình này làm mình phải dừng lại!  Nó đã vượt quá giới hạn chịu đựng của mình. Không nghĩ là người ta lại đem ngoại hình, kinh tế của những người đàn ông mang danh nym - nyc ra để so sánh một cách thô thiển như thế!  Hãy nhìn bức ảnh này và tự hỏi: Sẽ thế nào nếu một ngày nào đó, bạn bị một fanpage nào đó đem ra so sánh với một người mà bạn chẳng quen? Nhất là so sánh về hình thể, chiều cao, cân nặng, kinh tế… với người yêu cũ/mới của ai đó… chỉ để tăng tương tác cho họ?  Bạn có đồng ý không? Nếu như không, vậy thì đừng làm thế với người khác!  So sánh người khác, nhất là về ngoại hình, để tìm ra một bên yếu thế hơn thì khác gì body shaming không?   Tệ nhất là, fanpage đăng ảnh kia cũng chẳng hề quan tâm 2 nhân vật muốn gì, thứ họ cần chỉ là càng nhiều tương tác càng tốt mà thôi. 2 nhân vật, cũng chỉ là nạn nhân của một bài đăng với mục đích gây tranh cãi. Những tranh cãi mà chính những người tham gia, sẽ không bao giờ muốn nó xảy ra với mình.  Bất kể phụ nữ, đàn ông, dù nổi tiếng hay không, cũng chẳng ai muốn bị người ngoài đem ra làm công cụ câu tương tác cả.  Kể cả họ có là người nổi tiếng, thì họ cũng là con người, có cảm xúc, quyền riêng tư và sự tự trọng.  Xin hãy tôn trọng người khác, cũng là tôn trọng bản thân mình! Hãy có lương tâm với chính mình!  Một câu mà tôi xin phép nói lại thêm lần nữa: Chuyện gì chúng ta không muốn, thì đừng làm với người khác!  | aT",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/432800768_1784408525377761_6140456875230596226_n.png?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHSqkuxQ0Sz9JOZ1G7VG4_PM9tRA2zNs_0z21EDbM2z_fsgkYSv3SwBDnkj6pTlBn7D7Q4CTP0zSl-YKSWx4-zy&_nc_ohc=tn_vHoAGfeoAX8-PS8q&_nc_ht=scontent.fhan14-3.fna&oh=03_AdQxEdoFTdKs55yZl9W0906QH7gEsugbUOrfYHthQDVSfg&oe=662DE577 ,,,,Đạt,Duyệt
2024/03/26,FP - Inside the Box,Nguyễn Đức Trọng,"Có người hỏi tôi: Một người nghĩ nhiều thì có mệt lắm không?  Tôi không trả lời.  Thực ra không phải là không biết trả lời sao, chỉ là lúc đó tôi thấy trả lời hay không cũng vậy. Đa phần mọi người khi thấy một vài dòng tâm trạng tí thôi cũng đã “Sao hôm nay deep thế”, “Dài quá tóm tắt đi” rồi...  Nhiều lần như vậy, tôi rút ra một kinh nghiệm, tâm tư của chúng ta, chỉ chúng ta hiểu, người khác muốn hiểu không dễ, cũng chưa chắc muốn hiểu...  Nghĩ nhiều tất nhiên sẽ có lúc mệt. Chỉ một câu nói hay ánh mắt lạnh nhạt của người quen cũng có thể làm một ngày tan biến. Vì thời khác nhận lấy sự thờ ơ lạnh nhạt của người ta đó, trong lòng của một người nghĩ ngợi, có thể đã hình dung lại chuyện xảy ra từ 500 năm trước , một kí ức nào đó tương tự, rồi tự nhủ: Mình đúng là xấu xí, đúng là đáng ghét, đúng là không ai yêu mình... Nghĩ nhiều tất nhiên sẽ có lúc mệt. Quyết định lúc nào cũng rất khó đưa ra, vì đắn đo, do dự, hay đánh mất cơ hội lắm. Lại còn cái tật, kẻ nghĩ ngợi quá nhiều thường lương thiện, sợ làm đau kẻ khác, nên hay nhận thiệt cho mình,... Thường thì người ta bảo nghĩ nhiều không tốt, hay tự huyễn hoặc, tự làm đau, tự buồn... Thực ra muốn có một chiếc đầu óc thư thái thảnh thơi không phải chuyện dễ, và nói ra có người không tin, thực ra đôi khi được ở một mình thoải mãi nghĩ ngợi linh tinh cũng là một dạng yên bình rồi... Tôi thì lại thích mấy người nghĩ nhiều, nói chuyện với họ rất thích, vì có chiều sâu theo cảm nhận của riêng tôi, trong thế giới quá nhiều sự qua loa này, tôi thích nói chuyện với họ. Bạn không tưởng tượng được đâu, nghe chung một bản nhạc, ở chung một không gian, cùng thích một thành phố, kể cho nhau nghe những kỉ niệm, hay những suy tưởng về cuộc sống, về tình yêu... Đó là một dạng giao tiếp rất có hồn với một người nghĩ nhiều. Và tôi thích điều đó, bạn ạ! Chuyện kể rằng, có một người nghĩ rất nhiều, và rất nhiều người xung quanh tự hỏi, sao người ấy có thể nghĩ nhiều như vậy chứ? Người ấy chỉ nhìn họ, cười và nói: Cứ kệ mình đi, đừng nghĩ nhiều! Thương,  | aT",https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/428923626_734436392198282_3532430324488355894_n.png?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeECFN8XCcYsTJWL2QvGtiMRZk-JYaNmq1NmT4lho2arU5m-oBl5LF7KT3JWugOoFPvpileqfwXApwoYIDj-Ywvc&_nc_ohc=WazsCY6lSJIAX8Js4uE&_nc_ht=scontent.fhan14-1.fna&oh=03_AdQt3j6plndcjx9XSr_dpsgIVlzRBXyl_YK5aP7WfSNW8A&oe=662DE0CC ,,,,Đạt,Duyệt
2024/03/25,FP - Inside the Box,Giang Uyên,"Chú rể bị viêm não nguy kịch, nguy hiểm tính mạng. May sao phép màu đến với anh, ngày cưới của anh, anh đã tỉnh và dần hồi phục. Lễ cưới vẫn tổ chức bình thường, cô dâu chú rể trao nhẫn luôn trong bệnh viện.   Câu chuyện cổ tích này diễn ra vào ngày 22-3, tại khoa Hồi sức tích cực, Chống độc, Bệnh viện Đa Khoa tỉnh Lạng Sơn. Đến thời điểm này, chú rể đã hồi phục dần.  Thấy không?  Đời này đẹp vì những điều như thế. Tôi tin câu nói của Andersen - người đã viết ra hàng trăm câu chuyện cổ, rằng: không có câu chuyện nào đẹp bằng câu chuyện do chính cuộc sống viết nên.   | Guyen. Thông tin từ chị Thuỳ Linh - TT.",,,,,Đạt,Duyệt
2024/03/25,FP - Inside the Box,Nguyễn Đức Trọng,"Con dù lớn, vẫn là con của mẹ…  “Mình bị trầm cảm sau sinh, chỉ người trong nhà biết, và mẹ là người động viên mình nhiều nhất “Con phải cố gắng vì con, vì con gái con”.  Nhưng mẹ cũng là người mình làm ảnh hưởng nhất khi ấy. Mẹ rất buồn khi con của mẹ phải trải qua chuyện đó.   Những lúc buồn hay cáu giận mình thường sả lên mẹ. Giờ nghĩ lại mình cảm thấy rất tội lỗi về chuyện đó, chỉ là lúc đó mình không tỉnh táo, không còn là chính mình. Mẹ mình là người phụ nữ mạnh mẽ và phi thường”.  Chị Diễm chia sẻ cùng Inside the box  Cho dù bạn có lớn thế nào, có trở thành cha mẹ đi chăng nữa, trong mắt của mẹ, bạn vẫn chỉ là đứa con bé bỏng cần mẹ chăm sóc.  Thật may mắn khi có mẹ, được mẹ yêu thương mãi mãi trong cuộc đời này…",https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/432807299_2159169601115464_3013843154915562462_n.png?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHqYVcux593df5mooCj08Th3R9RqSDnoQvdH1GpIOehC90ZIbX_IjAoOgf8je8C9iNMZLwvFnNJZvK5tkc-ABIo&_nc_ohc=0DzkjiNOznwAX-Xb2IA&_nc_ht=scontent.fhan14-5.fna&oh=03_AdSJXsBhLvxf5V9kupvwmXO440udtiagOuEFibhCDxCavA&oe=662DE8AA ,,,,Đạt,Duyệt
2024/03/25,FP - Inside the Box,Nguyễn Đức Trọng,"“Quyết định hoàn toàn đúng đắn” của bố mẹ chồng, khi gả con dâu đi lấy bước nữa… <3  1 năm trước, tháng 4/2023, đám cưới của chị Bảo An và anh Quang Vinh (xã Yên Dưỡng, Cẩm Khê, Phú Thọ) đã nhận được sự chú ý đặc biệt của mọi người. Chị Bảo An vốn là con dâu của vợ chồng ông Trần Năng Toán và bà Đặng Thị Hòa (ở Cẩm Khê, Phú Thọ). Chồng chị Bảo An - con trai của ông bà không may qua đời cách đây 7 năm, khi đó chị An mới 24 tuổi, đang mang thai con đầu lòng. 6 năm sau ngày chồng mất, chị An mới mạnh dạn mở lòng để đón nhận tình cảm với một người đàn ông cùng quê. Những tưởng sẽ gặp phải những lời dị nghị từ hàng xóm và bố mẹ, thế nhưng, khi quyết định đi bước nữa, ai đấy đều ủng hộ chị hết lòng, đặc biệt là ông Toán và bà Hòa. Vợ chồng ông bà đã đứng ra tổ chức đám cưới hơn 30 mâm cỗ để gả con dâu sang nhà chồng mới. Bà Hòa cho biết, “Từ lúc con trai mất, lúc nào tôi cũng động viên con đi thêm bước nữa. Con còn ít tuổi, còn có nhiều lựa chọn, con hãy cứ chọn lấy một nửa của con. Đến đầu năm 2023, cái An nó về báo với vợ chồng chúng tôi rằng con có ý định xây dựng gia đình lần nữa, mong bố mẹ ủng hộ”. Đến nay đã gần 1 năm sau ngày gả con dâu đi bước nữa, cuộc sống của gia đình ông Toán, bà Hòa không có quá nhiều sự thay đổi. Có chăng là sự xuất hiện của thành viên mới là anh Nguyễn Quang Vinh.  | Chia sẻ lại bởi Kenh14","https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431223805_410866258254469_5059550463999540031_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHpbMzB0Qq5saOserotJ80ZFN606MoxPHoU3rToyjE8ergp3uPE39E6sb6ZIYWHvkq8UwN7HlAJan40-AjR6QT5&_nc_ohc=cBxgwQQlTlYAX9z79yQ&_nc_ht=scontent.fhan14-3.fna&oh=03_AdT3VqXhHVQR4grkIrbWk6zFhXk0al3_zmdxWaRilixHkw&oe=662DD7DE 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/432692119_919149253043152_8696181876451675135_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGXTSBD4jiZLOOJPdDQEkSKlcGsur6ZPfSVway6vpk99IPcY7wTLgExvQJdn9B-82pJJms-FRbuOoO_9F4lzvom&_nc_ohc=E5y-QpCjMREAX_JO67g&_nc_ht=scontent.fhan14-5.fna&oh=03_AdQ48pRJGcmrREH7XKkch0thW9Ars8VyeKHk3s4GUddhfg&oe=662DFA02 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431332288_314237694666910_444958203133573752_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE4Dc6spEEMNicbo46fuRvOzxDuZbI4lMLPEO5lsjiUwiBJYE_LOH1045BMbgpnNkpW6LWX9ef5xE0xytf9qjqB&_nc_ohc=b92nVY85lb8AX_co6WV&_nc_ht=scontent.fhan14-1.fna&oh=03_AdTUDknG-n7L2W7PW100romVBr3dkO6TuptHiJWU_WboLw&oe=662DCAD4 ",,,,Bách,Duyệt
2024/03/24,FP - Inside the Box,Nguyễn Đức Trọng,"Đoạn trích mãi mãi yêu thích của tôi khi đọc Hoàng Tử Bé: ""- Tôi phải làm thế nào để thành bạn của cậu đây?  - Cậu phải thật kiên nhẫn. Trước tiên, cậu phải ngồi cách xa tôi ra một tí, như vậy đấy. Tôi sẽ đưa mắt nhìn cậu, nhưng cậu đừng nói gì cả. Lời nói là nguồn gốc của mọi sự hiểu lầm. Nhưng mỗi ngày, cậu hãy ngồi xích gần lại tôi hơn một chút.""  - Trích Hoàng Tử Bé é | Antoine De Saint-Exupéry  | Ảnh từ The Little Prince (2015)",https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/432709618_710166131189620_4058980851460834408_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGOKJYhm9uELUSu-Vax8wkgzGSr4rHk1qzMZKviseTWrPG1XbqJLTE2hzHFEta-Jc0_J_gtPKAiNTykCBFPgKwo&_nc_ohc=75gzUCv-_XQAX88vN0r&_nc_ht=scontent.fhan14-5.fna&oh=03_AdSR9K2CFn__g05qeO3GqRywMtBBylJJ5-vcDKT-qrAfwA&oe=662DE107 ,,,,Bách,Duyệt
2024/03/24,FP - Inside the Box,Nguyễn Đức Trọng,https://drive.google.com/file/d/1sK1c28vq7VY3mN941HzUw2057dGic15D/view,https://drive.google.com/thumbnail?id=1sK1c28vq7VY3mN941HzUw2057dGic15D,,,https://drive.google.com/file/d/1sK1c28vq7VY3mN941HzUw2057dGic15D/view,Đạt,Duyệt
2024/03/24,FP - Inside the Box,Nguyễn Đức Trọng,"“Bức ảnh này tại quán cơm chay Thiên Phước 5000 đồng, địa chỉ 62 Nguyễn Chí Thanh, Phường 16, Quận 11, Sài Gòn.”  Một người đàn bà lượm ve chai bước vào quán với bao gạo và chai dầu ăn. Chị mang ơn quán cơm này vì đã cứu chị rất nhiều bữa đói. Chị nghèo khó nhưng không quên ơn, gom góp từng đồng! Cuối năm, chị dành mua 1 bao gạo và 1 chai dầu tặng lại quán để có thể giúp thêm những người khốn khó khác.   Đây thực sự chính là một miếng khi đói bằng một gói khi no mà ta vẫn nghe bấy lâu nay. Hãy để lòng tốt được lan tỏa, cho đi là để còn mãi...  | Ảnh chia sẻ bởi Cơm chay Thiên Phước",https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/432983802_3773163836300383_8557961230513061757_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFGUmcEpCarIBgMNL8eaC_Fp9h1j3NJsMen2HWPc0mwx2kD1e6z9NRTbHDGWmBYEgcVH0onXyiV3IGGM4Im192G&_nc_ohc=qsrmZzEOER0AX8nxzvk&_nc_ht=scontent.fhan14-1.fna&oh=03_AdQvBst-US_aFcwsZdDQ1tTul6BptiyqggORtn51cU0SIw&oe=662DD782 ,,,,Bách,Duyệt
2024/03/23,FP - Inside the Box,Nguyễn Đức Trọng,Đã bao giờ bạn đi du lịch một mình chưa? Trải nghiệm đó thế nào?   | Chia sẻ của anh Trương Anh Ngọc trong A Beat of Life Ep 10,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.15752-9/430957631_793185305992514_3481235458693523608_n.png?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFWCDBL9HAC0AYyyyufFlNzVEImlkEcsw5UQiaWQRyzDpQud6-swET_BiAsdLHcjuTdOHvan_BrlSE7lVff0G_c&_nc_ohc=XnJ3jqnqC0UAX8Ius5o&_nc_ht=scontent.fhan14-4.fna&oh=03_AdSd2M5zDn_-mo0zlQcj-xqR0GZkl_1dNWeFL2Ds6J6d7A&oe=662DE2E9 ,,,,Đạt,Duyệt
2024/03/23,FP - Inside the Box,Nguyễn Đức Trọng,"Không ai cấm bạn mua sữa cho chính mình, nên bạn có cần phản đối người khác tặng sữa cho các em nhỏ vùng cao không?  2024, những chiến dịch tương tác MXH để gây quỹ thiện tâm như của sữa KUN không còn xa lạ gì nữa. 2024, người ta cũng không còn mù mờ về truyền thông, nên chẳng cần nói cũng biết, chiến dịch đó chính là win - win. Doanh nghiệp thì tăng độ phủ sóng, đối tượng nhận thiện tâm nhận được ủng hộ.  Nếu như chiến dịch được thực hiện đúng như cam kết, thì chẳng có gì là lợi dụng ở đây, khi mà tất cả các bên tham gia đều có được gì đó vừa đủ để làm hài lòng mình?  Người tham gia không mất chút sức gì cả để làm cả, chỉ nhấn một nút thôi cũng được rồi. Liệu họ có phải những kẻ mù mờ, muốn giúp đỡ người khác một cách thái quá, mất giới hạn, bị dán nhãn bằng thuật ngữ cao siêu “savior complex” không?  (Savior complex - người mắc luôn cảm thấy bản thân có trách nhiệm phải giúp đỡ người khác, thậm chí sẵn sàng gạt ưu tiên của mình sang một bên để giúp người khác giải quyết vấn đề.)  Không, họ biết họ đang làm gì, hành động rất nhỏ, đóng góp vào cái chuyện to hơn, dù chẳng thể đến tất cả trẻ em vùng cao suy dinh dưỡng, nhưng ít nhất, thứ các em nhận được là một vài hộp sữa, chứ không phải một bài phân tích về “savior complex”.  Rõ ràng, dù có được lâu dài hay không, thì một hộp sữa khi các em đang trong giai đoạn phát triển vẫn có tác dụng hơn một bài phân tích chê bai đủ thứ - mà không làm gì rồi.  Nếu như thành công, mình thấy đây đúng làm một chiến dịch win - win, ai cũng hài lòng, kể cả người chia sẻ, doanh nghiệp, và các em nhỏ được nhận sữa. Có lẽ người không hài lòng nhất, lại chẳng tham gia gì ngoài việc phân tích và mổ xẻ một cách phiến diện như vậy.  Mình rất thích một câu nói thế này: Nếu không làm được, đứng sang một bên, để người khác làm, đừng cản đường ai. Có nhiều hình thức phát thiện tâm ủng hộ người khó khăn, có thể thầm lặng hoặc rầm rộ, nhưng ngồi chỉ trích và không làm gì - không phải là một trong số đó!  Nếu bạn không thể nuôi ai, đừng cản người khác xem MV của Đen Vâu để “Nuôi em”.  Nếu bạn không thể xây gì, đừng phán xét người ta donate cho Độ Mixi để xây trường học.  Nếu bạn không tặng được gì, thì đừng chê người khác khi họ chỉ cần “lãi” một nút share không mất tiền cũng đã tặng được 1 hộp sữa cho trẻ em vùng cao rồi.  | aT",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/432857708_916534657140778_7227763519061853184_n.png?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEdIdGhtCJX0WUpA5wzIid7fK_j32e2RHV8r-PfZ7ZEdZWZvnV15J8EfV1KnB5ulnuYahG5gJKuYIcTBXxXeOkc&_nc_ohc=iA2VysFjP9AAX_xzakC&_nc_ht=scontent.fhan14-3.fna&oh=03_AdQX_cV_r9sCBxHbaO0FbzMG7OBCaTHe8koDWUMh9bz7Uw&oe=662DD74A ,,,,Bách,Duyệt
2024/03/23,FP - Inside the Box,Nguyễn Đức Trọng,https://vietcetera.com/vn/savior-complex-tu-thien-vi-minh-chu-vi-ai,,,,https://vietcetera.com/vn/savior-complex-tu-thien-vi-minh-chu-vi-ai,Đạt,Duyệt
2024/03/23,FP - Inside the Box,Nguyễn Đức Trọng,"Hình ảnh ông ngoại lên thăm cháu và lúc trở về thì thế này... 😊  Nhìn hình mình nhớ ông bà ngoại quá. Một là về quê ngoại, hai là ông bà ngoại tới thăm, ngày nhỏ đều rất mong như thế...  | Ảnh chia sẻ bởi Luân Pigo","https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/432800762_854360996409749_1508445457890136101_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHEL8fn16AKnD0W5ACExtCZAhiywAbiNYoCGLLABuI1ikj7-IVCL4SjfMfeHuaX1LgRLhK30VCdAdV6BGHYLXI9&_nc_ohc=j-ITGnvb1Q8AX-07bbD&_nc_ht=scontent.fhan14-5.fna&oh=03_AdQ4WKp7yHc9IgsZNwtCJP9uzTaReiiaiwbXaxUndVRopw&oe=662DD533 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431024739_289985110800471_5629007025000839373_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG6hr5Jd7yGqlvHBs91Zo7xztLi9B1NrN7O0uL0HU2s3sCRbDbWMiTK_Vf56o0rCLu1xnRKw8C4-r_dUzUbHBXa&_nc_ohc=ihhYf0stEKsAX9KMv1d&_nc_ht=scontent.fhan14-1.fna&oh=03_AdSbCjcqDFXOiZ8t5Hm__Be1tqu2DY0OpR3LzS3KYq9iuA&oe=662DE19F 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431189139_1130754631449042_4968402031899196235_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGUPiS5fY1AFrJK9NHdyxb8wqnrWVm4JvDCqetZWbgm8KuZzUICuh7Ih7hPtJya25JwnZ1zpnwgQYI_VVuLhcum&_nc_ohc=uaWBGUXzLVAAX8Rn4nf&_nc_ht=scontent.fhan14-5.fna&oh=03_AdTcifHZl7VhBeXy2WW4VauaBZuRhG9KAe_hzBk2FQxUIg&oe=662DE37C ",,,,Bách,Duyệt
2024/03/22,FP - Inside the Box,Nguyễn Đức Trọng,"Bao lâu rồi bạn chưa được ngủ một giấc “ra hồn”.   Không biết vì điều gì, rất lâu rồi mình cứ có một suy nghĩ, đó là phải được ngủ ngon một giấc, mặc dù mình vẫn ngủ mỗi ngày đó thôi.  Nhưng rõ ràng là, mình thèm ngủ.  Có thể là một giấc ngủ mà không vướng bận gì ngày mai, không kế hoạch, không cuộc gọi, không cảm xúc, không buồn, không vui… Nghe cũng đơn giản mà nhỉ? Thế sao vẫn cứ thèm ngủ như thế?  Bạn thì sao? Nếu được, hãy ngủ một giấc ra hồn nhé! Chẳng vì sao cả, bạn đã vất vả rồi mà…  | aT  Ảnh: Phim Kungfu Panda 1",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/350118143_272758888435729_4180224178649427776_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHyK-gg73FepjA2NjhoENUBhJpk1q-VIV6EmmTWr5UhXigA2Ov5PXpa_gEbPu0sgLM7T1a9OX7j-MHEdI6Pki7t&_nc_ohc=9BQyRayM8mEAX9z8P2l&_nc_ht=scontent.fhan14-3.fna&oh=03_AdSw93LvhrkPWYUegWGs8IKDJoEsPMS8qyLtXhqKJko1aw&oe=662DF218 ,,,,Bách,Duyệt
2024/03/22,FP - Inside the Box,Nguyễn Đức Trọng,"Có bao giờ bố mẹ giấu chuyện bị ốm để con được yên tâm không?  Mình đi làm xa, vì không muốn bố mẹ ở nhà lo nên mình có ốm đau cũng chẳng bao giờ nói. Cứ nghĩ mỗi mình vậy, hóa ra mình giống bố…  Hai hôm nay mình bận quá quên gọi về nhà, lúc gọi thì mẹ nghe máy, bố chỉ ngồi chơi với cháu. Mình thấy là lạ, rồi lúc sau mẹ nói bố bị viêm phổi, hôm nay tiêm. Không nghĩ mấy hôm trước chỉ ho thôi mà lại thành vậy. Thế mà bố mẹ cũng chẳng nói gì với mình.  Đây cũng chẳng phải lần đầu, mấy lần bố mẹ ốm đều là như thế, hoặc là không nói gì, hoặc là đều bảo bị vậy thôi uống thuốc đỡ rồi, còn đi làm được thì cũng chẳng sao…  Mình cũng chỉ biết hỏi chuyện rồi lát sau bố ngủ thì mình gọi mẹ nói chuyện riêng, dặn dò các thứ.  Mình không biết có nhà ai giống bố mẹ mình không. Bố mẹ có chuyện gì đều chẳng muốn con cái phải biết, phải bận tâm, rồi chính mình cũng như thế, đều không muốn bố mẹ ở nhà phải lo lắng gì cả…  Ngày nhỏ ốm đau một chút đều muốn mọi người biết, để được thương, được chăm. Lớn rồi hóa ra bản thân mình không thể ốm một cách đơn giản như thế được nữa.  Bố mẹ mình chính là như thế, đều là phải mạnh khỏe, không chỉ cho bản thân, mà còn cho cả những người bên cạnh, dù chỉ là khỏe trong niềm tin như thế.  Hãy chăm gọi về nhà hơn, bạn nhé… | aT",,,,,Bách,Duyệt
